Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions,Install base,User-perceived ANR rate,User-perceived crash rate,Excessive battery usage (watch face)
TCL,idol4s,TCT (Alcatel),IDOL 4S,2985MB,Phone,Qualcomm MSM8976,Qualcomm Adreno 510 (600 MHz),1440x2560,640,arm64-v8a;armeabi;armeabi-v7a,23,3.1,0,0.00%,0.00%,0.00%
realme,RMX1971,Realme,realme 5pro,3793-7990MB,Phone,Qualcomm SDM712,Qualcomm Adreno 616 (500 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Siragon,SP_7275,Siragon,SP_7275,3958MB,Phone,Mediatek MT6769Z,ARM Mali G52 (950 MHz),720x1604,320,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Kalley,Black_E,Kalley,Black_E,4034MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1612,320,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
WALTON,Primo_N5,Walton,Primo N5,4021MB,Phone,Mediatek MT6762,Imagination Tech PowerVR GE8320 (650 MHz),720x1640,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Mobicel,Candy,Mobicell,Candy,483MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x800,240,armeabi;armeabi-v7a,23,2.0,0,0.00%,0.00%,0.00%
FPS,hongkong,KTCtv,FPS,1876MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Multilaser,ML-SO06-M7S-LITE-KIDPAD,Multilaser,KIDPAD LITE,1030MB,Tablet,Allwinner A50,2x ARM Mali 400 (600 MHz),600x1024,160,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
ZTE,cinco,ZTE,N9132,944MB,Phone,Qualcomm MSM8909,Qualcomm Adreno 304 (400 MHz),480x854,240,armeabi;armeabi-v7a,22,3.0,0,0.00%,0.00%,0.00%
VIMOQ,VIMOQ-A631LO,VIMOQ,VIMOQ A49 Play,1953MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),480x1014,200,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
HUAWEI,HWTAG-L6753,Huawei,GR3,1942MB,Phone,Mediatek MT6753,ARM Mali T720 (700 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22,3.0,0,0.00%,0.00%,0.00%
qunyiCO,Y10,qunyiCO,Y10,2069MB,Tablet,Allwinner A100,Imagination Tech PowerVR GE8300 (500 MHz),800x1280,160,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Hisense,HLTE322E,Hisense,Hisense Infinity H50,5930MB,Phone,Mediatek MT6785T,ARM Mali G76 (800 MHz),1080x2400,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Goldentec,GT_TAB7,Goldentec,GT_TAB7,2048MB,Phone,Mediatek MT8321,,600x1024,192,armeabi;armeabi-v7a,31,2.0,0,0.00%,0.00%,0.00%
BOLVA,B_TAB1021,BOLVA,B_TAB1021,3113MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1280,160,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
samsung,gts3llte,Samsung,Galaxy TabS3,3898MB,Tablet,Qualcomm MSM8996,Qualcomm Adreno 530 (653 MHz),1536x2048,320,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
Huawei,hwG630-U10,Huawei,G630-U10,956MB,Phone,Qualcomm MSM8212,Qualcomm Adreno 302 (400 MHz),720x1280,320,armeabi;armeabi-v7a,18,3.0,0,0.00%,0.00%,0.00%
TCH,NEO,TCH(Timeless Connection Hero),NEO,4014MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
SHARP,tcth2ux,Sharp,AQUOS 4T/8T-C**AL1X/AL2X/AX1X,1994MB,TV,Mediatek MT5596,,1080x1920,320,armeabi;armeabi-v7a,26,3.2,0,0.00%,0.00%,0.00%
Lenovo,YT3-X50M,Lenovo,YOGA Tab 3 10”,2010MB,Tablet,Qualcomm APQ8009,Qualcomm Adreno 304 (400 MHz),800x1280,213,armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
motorola,rhodep,Motorola,moto g82 5G,5747-7858MB,Phone,QTI SM6375,Qualcomm Adreno 619 (840 MHz),1080x2400,400,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
MAJESTIC,lasalle,Majestic,MAJESTIC 2K Android TV,1073MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Blackview,FORT_5,Blackview,FORT 5,12293MB,Phone,Mediatek MT8781V/CA,2x ARM Mali G57 (1000 MHz),1080x2460,480,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
EWIS,OCTA-T700M-T2,EWIS,OCTA-T700M-T2,3982MB,Tablet,Spreadtrum T618,2x ARM Mali G52 (850 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Oboni,bridgeport,oboni,Smart TV,3876MB,TV,Mediatek MT9689,2x ARM Mali G52 (550 MHz),2160x3840,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Albadeel,alimos,ALBADEEL,Smart TV,1880MB,TV,Mediatek MT9676,2x ARM Mali G52 (552 MHz),2160x3840,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
POCO,karna,POCO,POCO X3,5903-7999MB,Phone,Qualcomm SM7150,Qualcomm Adreno 618 (700 MHz),1080x2400,440,arm64-v8a;armeabi;armeabi-v7a,30;31,3.2,0,0.00%,0.00%,0.00%
Fplus,H166,fplus,H166,2957MB,Phone,Mediatek MT6762,Imagination Tech PowerVR GE8320 (650 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
UMIDIGI,G1_Max,Umidigi,G1 Max RU,5813MB,Phone,Spreadtrum T610,2x ARM Mali G52 (614 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
BQru,BQru-5047L,BQru,BQ-5047L,934MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),480x854,240,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
samsung,c1ktt,Samsung,Galaxy S3,1873MB,Phone,Samsung Exynos 4412,ARM Mali 400 (400 MHz),720x1280,320,armeabi;armeabi-v7a,19,2.0,0,0.00%,0.00%,0.00%
Hisense,wuyishan,Hisense,ULED,2012MB,TV,Mediatek t30,2x ARM Mali G52 (800 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
ATOL,t150,ATOL,Smart_Prime,4019MB,Phone,Mediatek MT8768W/A,,480x800,240,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
TIM,m393vsb_tim,TIM,TIMVISION VSB,3014MB,TV,Broadcom BCM72180,,1080x1920,320,armeabi;armeabi-v7a,31,3.1,0,0.00%,0.00%,0.00%
Mode1,MD-04P,Mode1,MD-04P,3927MB,Phone,Mediatek MT6762,Imagination Tech PowerVR GE8320 (650 MHz),1080x2340,420,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
ZUUM,MAGNO_C2,Zuum,MAGNO C2,2053MB,Phone,Mediatek MT6580M,,480x854,220,armeabi;armeabi-v7a,31,2.0,0,0.00%,0.00%,0.00%
samsung,j1acevelte,Samsung,Galaxy J1 Ace,964MB,Phone,Spreadtrum SC9830I,ARM Mali 400 (614 MHz),480x800,240,armeabi;armeabi-v7a,22,2.0,0,0.00%,0.00%,0.00%
realme,RMX2040,Realme,realme 6i,2900-3957MB,Phone,Mediatek MT6769T,ARM Mali G52 (950 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
starlight,Milan_Pro,Starlight,Milan_Pro,1996MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),720x1560,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
blackshark,penrose,Blackshark,SHARK PRS-A0,12163MB,Phone,Qualcomm SM8250,Qualcomm Adreno 650 (587 MHz),1080x2400,440,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Multilaser,ML_JI2D_M7_WIFI,Multilaser,M7 WIFI,1006MB,Tablet,Allwinner A100,Imagination Tech PowerVR GE8300 (500 MHz),600x1024,160,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
DIJITSU,hongkong,DIJITSU,DIJITSU,1876MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
EveryPhone,EP172BZ,Inverse Net,EP172BZ,1900MB,Phone,Mediatek MT6750,ARM Mali T860 (520 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,25,3.2,0,0.00%,0.00%,0.00%
BLOW,PlatinumTAB11_4G,BLOW,PlatinumTAB11_4G,8106MB,Tablet,Spreadtrum T618,2x ARM Mali G52 (850 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
ANEXA,dangni,ANEXA,Smart TV,975MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
VGO_TEL,Flex_3,Vgo Tel,Flex_3,2930MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1612,320,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
Nokia,redwood,Nokia,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
archos,ac70plv3,Archos,70 platinum,1031MB,Tablet,Mediatek MT8127,ARM Mali 450 (600 MHz),600x1024,160,armeabi;armeabi-v7a,21,2.0,0,0.00%,0.00%,0.00%
IMARFLEX,kenton,IMARFLEX,IMARFLEX 4K Android TV,2147MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Teclast,M20_4G,Teclast,M20_4G,3861MB,Tablet,Mediatek MT6797,ARM Mali T880 (780 MHz),1600x2560,320,arm64-v8a;armeabi;armeabi-v7a,26,3.2,0,0.00%,0.00%,0.00%
Sharp,eleonas,Sharp,AQUOS-TVX26A,1884MB,TV,Mediatek MT9676,2x ARM Mali G52 (552 MHz),2160x3840,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
samsung,viennalte,Samsung,Galaxy Note Pro 12.2,2972MB,Tablet,Qualcomm MSM8974,Qualcomm Adreno 330 (450 MHz),1600x2560,320,armeabi;armeabi-v7a,21,3.0,0,0.00%,0.00%,0.00%
Sparx,Neo_11,SparX,Neo 11,4002MB,Phone,Mediatek MT6765V/XBA,Imagination Tech PowerVR GE8320 (680 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
MEDION,P852X,Medion,P852X,2055MB,Tablet,Mediatek MT8163,ARM Mali T720 (520 MHz),1200x1920,320,arm64-v8a;armeabi;armeabi-v7a,24,3.1,0,0.00%,0.00%,0.00%
Sony,XQ-CQ62,Sony,Xperia 5 IV,7426MB,Phone,QTI SM8450,Qualcomm Adreno 730 (818 MHz),1080x2520,450,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
BlackZone,Apex_5G,BlackZone,BlackZone Apex 5G,3606MB,Phone,Spreadtrum T765,2x ARM Mali G57 (850 MHz),720x1640,480,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
Lenovo,TB3-X70L,Lenovo,Lenovo TAB3 10 Plus,1989MB,Tablet,Mediatek MT8735,,1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
TURBO-X,tamachi,Turbo-X,Greece ,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0,0,0.00%,0.00%,0.00%
vivo,1714,Vivo,vivo 1714,2952MB,Phone,Mediatek MT6750,ARM Mali T860 (520 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,3.2,0,0.00%,0.00%,0.00%
scbc,tcl_eu,Smart,ATV device,1976MB,TV,Mediatek MT5596,,1080x1920,320,armeabi;armeabi-v7a,26,3.2,0,0.00%,0.00%,0.00%
HTC,htc_botdugls,HTC,HTC Desire 22 5G,7858MB,Phone,Qualcomm SM6350,Qualcomm Adreno 619 (565 MHz),1080x2412,480,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
EGOTEK,G10N,EGOTEK,G10N,8159MB,Tablet,Mediatek MT8781V/CA,2x ARM Mali G57 (1000 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Elisa,HP4AD-Elisa,Elisa,Viihde Sound,3895MB,TV,Amlogic AMLS905X5,5x ARM Mali G310 (800 MHz),1080x1920,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Itel,itel-S661L,Itel,itel Vision 3,1975MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1612,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
DAMASCO,lavender,KTCtv,DAMASCO,1813MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
motorola,cancun,Motorola,moto g14,4000-8139MB,Phone,Spreadtrum T616,ARM Mali G57 (750 MHz),1080x2400,400,arm64-v8a;armeabi;armeabi-v7a,33;34,3.2,0,0.00%,0.00%,0.00%
asus,Z00X_1,Asus,ZenFone Zoom (ZX551ML),4097MB,Phone,Intel Z3590,,1080x1920,480,armeabi;armeabi-v7a;x86,23,3.1,0,0.00%,0.00%,0.00%
YESTEL,T15_US,YesTeL,T15_US,8589MB,Tablet,Mediatek MT8183,ARM Mali G72 (800 MHz),1200x2000,240,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
SUNWIND,SS1260PG,SUNWIND,Sky_1262C_3G,2025MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,160,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
ZTE,P840F03,ZTE,BLADE V9 VITA,1932MB,Phone,Qualcomm MSM8940,Qualcomm Adreno 505 (450 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,26,3.2,0,0.00%,0.00%,0.00%
Xiaomi,diting,Xiaomi,Xiaomi 12T Pro,7530-11702MB,Phone,QTI SM8475,Qualcomm Adreno 730 (900 MHz),1220x2712,480,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
Sony,XQ-BQ52,Sony,Xperia 5 III,7547MB,Phone,Qualcomm SM8350,Qualcomm Adreno 660 (840 MHz),1080x2520,420,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Lenovo,java,Motorola,Lenovo K13 Note,3656MB,Phone,Spreadtrum T610,2x ARM Mali G52 (614 MHz),720x1600,280,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Blackview,A30,Blackview,Blackview A30,2824MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
IRBIS,TZ711,Irbis,TZ711,967MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,213,armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
Xiaomi,ginkgo,,,12136MB,Phone,unknown,,1256x2760,540,arm64-v8a,31,3.2,0,0.00%,0.00%,0.00%
Infinix,Infinix-X606,Infinix,HOT 6,2019MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1440,320,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
TECNO,TECNO-BG6m,Tecno,TECNO,1872MB,Phone,Spreadtrum T606,ARM Mali G57 (650 MHz),720x1612,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
LAVA,iris42,Lava,iris42,1005MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x854,240,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
asus,ASUS_X00AD_2,Asus,ZenFone Go (ZB500KL),1985MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
OnePlus,OnePlusN100,OnePlus,OnePlus Nord N100,3781MB,Phone,Qualcomm SM4250,Qualcomm Adreno 610 (600 MHz),720x1600,300,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
motorola,devonn,Motorola,moto g power 5G - 2023,3780-5884MB,Phone,Mediatek MT6855V/AZA,4x Imagination Tech BXM 8-256 (950 MHz),1080x2400,400,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
LT,LT_C2100,LT Electronics,LT_C2100,1989MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,3.1,0,0.00%,0.00%,0.00%
Horion,M6APro,Horion,M6APro,8192MB,Tablet,Amlogic AMLA311D2,4x ARM Mali G52 (800 MHz),2160x3840,480,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
BLU,V0390WW,Blu,VIVO GO,927MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1440,320,armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
Teclast,T45HD_T,Teclast,T45HD_EEA,8150MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Danew,Dslide807,Danew,Dslide807,2061MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1280,160,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
nubia,P606F18,ZTE,nubia Music 2,3931-3949MB,Phone,Spreadtrum T606,ARM Mali G57 (650 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,34;35,3.2,0,0.00%,0.00%,0.00%
HOTWAV,TAB_R9_Pro,Hotwav,TAB R9 Plus,6029MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
NEC,PC-TE510JAW,NEC,PC-TE510JAW,3741MB,Tablet,Qualcomm SDM450,Qualcomm Adreno 506 (600 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
SUGAR,v830_64,Sugar,SUGAR T30,2928MB,Phone,Mediatek MT6762d,,720x1600,320,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Qilive,yeongdeungpo,Qilive,Europe,1415MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,2.0,0,0.00%,0.00%,0.00%
KDDI,SOG06,Sony,Xperia 1 IV,11610MB,Phone,QTI SM8450,Qualcomm Adreno 730 (818 MHz),1096x2560,420,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
BrioTouch,t7_an400,Briotouch,IFP_ADPM,8194MB,Tablet,Amlogic AMLA311D2,4x ARM Mali G52 (800 MHz),2160x3840,480,arm64-v8a,34,3.2,0,0.00%,0.00%,0.00%
Ulefone,GQ5012BF1,Ulefone,Armor 29 Pro,16236MB,Phone,Mediatek MT6878,4x ARM Mali G615 (1047 MHz),1080x2400,480,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
thehaam,alimos,thehaam,Smart TV,1872MB,TV,Mediatek MT9676,2x ARM Mali G52 (552 MHz),2160x3840,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
SKY-ONE,zhongshan,KTCtv,SKY-ONE,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
samsung,gts8p,Samsung,Galaxy Tab S8+ 5G,7646MB,Tablet,QTI SM8450,Qualcomm Adreno 730 (818 MHz),1752x2800,340,arm64-v8a;armeabi;armeabi-v7a,36,3.2,0,0.00%,0.00%,0.00%
ZTE,jerry,ZTE,Grand X Max 2,1955MB,Phone,Qualcomm MSM8952,Qualcomm Adreno 405 (550 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,3.1,0,0.00%,0.00%,0.00%
Redmi,munch,Redmi,Redmi K40S,12162MB,Phone,Qualcomm SM8250,Qualcomm Adreno 650 (587 MHz),1080x2400,440,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
VID,GQ3121AF1_VID,VID(CN),GQ3121AF1,8022MB,Tablet,Mediatek MT6835,2x ARM Mali G57 (962 MHz),1200x2000,320,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
realme,RMX2142CN,Realme,realme X50m 5G,5662MB,Phone,Qualcomm SM7250,Qualcomm Adreno 620 (625 MHz),1080x2400,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Teletab,TL-4,Teletab,TL-4,8000MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
AOC,Q10107LW-ME,AOC,Q10107LW-ME,1942MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,280,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Movitel,M9114,Movitel,M9114,2004MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),480x854,213,armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
HCNCP,HA10Kids,HCNCP,HA10Kids,2941MB,Tablet,Allwinner A333,ARM Mali G57 (600 MHz),800x1280,200,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
Techview,S1000Pro,Techview,S1000Pro,3917MB,Phone,Mediatek MT6769V/CB,ARM Mali G52 (950 MHz),720x1640,320,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
Hisense,HLTE232E_12,Hisense, Hisense E50,3985MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
SVITOO,TAB_P1300_EEA,SVITOO,TAB_P1300_EEA,8094MB,Tablet,Mediatek MT8781V/CA,2x ARM Mali G57 (1000 MHz),1200x1920,213,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
LANIX,ALPHA2,Lanix,ALPHA 2,6029MB,Phone,Spreadtrum T616,ARM Mali G57 (750 MHz),720x1600,480,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
IPRO,S500,Ipro,IPRO S500,3970MB,Phone,Mediatek MT6765,Imagination Tech PowerVR GE8320 (680 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
asus,ME371MG,Asus,Fonepad ME371MG,1014MB,Tablet,Intel Z2420,,800x1216,213,armeabi;armeabi-v7a;x86,16,2.0,0,0.00%,0.00%,0.00%
Palm,Pepito,Palm,PVG100,2969MB,Phone,Qualcomm SDM435,Qualcomm Adreno 505 (450 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
Avaya,K175,Avaya,Vantage,2060MB,Tablet,DSP Group DVF1100,,800x1280,213,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
Redmi,koto,Redmi,Redmi Pad 2 4G,3861-8074MB,Tablet,Mediatek MT8781V/CA,2x ARM Mali G57 (1000 MHz),1600x2560,360,arm64-v8a;armeabi;armeabi-v7a,35;36,3.2,0,0.00%,0.00%,0.00%
iHunt,iHuntS22PLUS,iHunt,iHuntS22PLUS,1907MB,Phone,Mediatek MT6761,Imagination Tech PowerVR GE8300 (660 MHz),720x1560,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
TCL,Challenger_TMO,TCT (Alcatel),TCL Stylus 5G,3878MB,Phone,Mediatek MT6833V/NZA,2x ARM Mali G57 (950 MHz),1080x2460,480,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
htc,htc_mecdug,HTC,One (E8) 时尚版   4G LTE双卡双待联通版,1961MB,Phone,Qualcomm MSM8974AC,Qualcomm Adreno 330 (574 MHz),1080x1920,480,armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
Teclast,M40Plus_EEA,Teclast,M40Plus_EEA,6119MB,Tablet,Mediatek MT8183,ARM Mali G72 (800 MHz),1200x2000,240,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
DTV,Digital_Life_P3,DTV (Thai),P3,1814MB,TV,Broadcom BCM7268,,1080x1920,320,armeabi;armeabi-v7a,26,3.1,0,0.00%,0.00%,0.00%
F-Plus,RT800,F-Plus,RT800,3994MB,Phone,Mediatek MT6765,Imagination Tech PowerVR GE8320 (680 MHz),1200x1920,480,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
samsung,gtactive2wifi,Samsung,Galaxy Tab Active2,3057MB,Tablet,Samsung Exynos 7870,ARM Mali T830 (700 MHz),800x1280,213,armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
KDDI,XIJ,Sharp,AQUOS sense8,5726MB,Phone,Qualcomm SM6450,Qualcomm Adreno 619 (565 MHz),1080x2432,440,arm64-v8a;armeabi;armeabi-v7a,36,3.2,0,0.00%,0.00%,0.00%
Artel,Artel_Quadro_Pro,Artel,Artel Quadro Pro,3989MB,Phone,Mediatek MT6762,Imagination Tech PowerVR GE8320 (650 MHz),720x1560,320,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
TINP,DV8219,Tinp,Play TV,2087MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0,0,0.00%,0.00%,0.00%
